01	0	1	0-1	50	1346	67300
01	0	1	0-2-1	50	2794	139700
01	0	1	0-3-4-6-7-1	50	7177	358850
01	0	1	0-2-5-8-9-7-1	50	8227	411350
02	0	2	0-2	50	2024	101200
02	0	2	0-1-2	50	2116	105800
02	0	2	0-1-7-9-8-5-2	50	7549	377450
02	0	2	0-3-4-6-7-1-2	50	7947	397350
03	0	3	0-3	50	3414	170700
03	0	3	0-1-7-6-4-3	50	5109	255450
03	0	3	0-2-1-7-6-4-3	50	6557	327850
03	0	3	0-2-5-4-3	50	6906	345300
04	0	4	0-1-7-6-4	50	4261	213050
04	0	4	0-3-4	50	4262	213100
04	0	4	0-2-1-7-6-4	50	5709	285450
04	0	4	0-2-5-4	50	6058	302900
05	0	5	0-2-5	50	4397	219850
05	0	5	0-1-2-5	50	4489	224450
05	0	5	0-1-7-9-8-5	50	5176	258800
05	0	5	0-1-7-6-4-5	50	5922	296100
06	0	6	0-1-7-6	50	3456	172800
06	0	6	0-2-1-7-6	50	4904	245200
06	0	6	0-3-4-6	50	5067	253350
06	0	6	0-2-5-4-6	50	6863	343150
07	0	7	0-1-7	50	2578	128900
07	0	7	0-2-1-7	50	4026	201300
07	0	7	0-3-4-6-7	50	5945	297250
07	0	7	0-2-5-8-9-7	50	6995	349750
08	0	8	0-1-7-9-8	50	3897	194850
08	0	8	0-2-1-7-9-8	50	5345	267250
08	0	8	0-2-5-8	50	5676	283800
08	0	8	0-1-2-5-8	50	5768	288400
09	0	9	0-1-7-9	50	3355	167750
09	0	9	0-2-1-7-9	50	4803	240150
09	0	9	0-2-5-8-9	50	6218	310900
09	0	9	0-1-2-5-8-9	50	6310	315500
010	0	10	0-1-7-9-11-10	50	4641	232050
010	0	10	0-1-7-9-13-10	50	4654	232700
010	0	10	0-1-7-9-13-12-11-10	50	5999	299950
010	0	10	0-3-10	50	6030	301500
011	0	11	0-1-7-9-11	50	4346	217300
011	0	11	0-1-7-9-13-10-11	50	4949	247450
011	0	11	0-1-7-9-13-12-11	50	5704	285200
011	0	11	0-2-1-7-9-11	50	5794	289700
012	0	12	0-1-7-9-13-12	50	4600	230000
012	0	12	0-1-7-9-11-12	50	5450	272500
012	0	12	0-1-7-9-11-10-13-12	50	5717	285850
012	0	12	0-2-1-7-9-13-12	50	6048	302400
013	0	13	0-1-7-9-13	50	4089	204450
013	0	13	0-1-7-9-11-10-13	50	5206	260300
013	0	13	0-2-1-7-9-13	50	5537	276850
013	0	13	0-1-7-9-11-12-13	50	5961	298050
10	1	0	1-0	50	1346	67300
10	1	0	1-2-0	50	2794	139700
10	1	0	1-7-6-4-3-0	50	7177	358850
10	1	0	1-7-9-8-5-2-0	50	8227	411350
12	1	2	1-2	50	770	38500
12	1	2	1-0-2	50	3370	168500
12	1	2	1-7-9-8-5-2	50	6203	310150
12	1	2	1-7-6-4-5-2	50	6949	347450
13	1	3	1-7-6-4-3	50	3763	188150
13	1	3	1-0-3	50	4760	238000
13	1	3	1-2-5-4-3	50	5652	282600
13	1	3	1-7-9-11-10-3	50	5911	295550
14	1	4	1-7-6-4	50	2915	145750
14	1	4	1-2-5-4	50	4804	240200
14	1	4	1-7-9-8-5-4	50	5491	274550
14	1	4	1-0-3-4	50	5608	280400
15	1	5	1-2-5	50	3143	157150
15	1	5	1-7-9-8-5	50	3830	191500
15	1	5	1-7-6-4-5	50	4576	228800
15	1	5	1-7-9-13-12-5	50	5539	276950
16	1	6	1-7-6	50	2110	105500
16	1	6	1-2-5-4-6	50	5609	280450
16	1	6	1-7-9-8-5-4-6	50	6296	314800
16	1	6	1-0-3-4-6	50	6413	320650
17	1	7	1-7	50	1232	61600
17	1	7	1-2-5-8-9-7	50	5741	287050
17	1	7	1-2-5-4-6-7	50	6487	324350
17	1	7	1-0-3-4-6-7	50	7291	364550
18	1	8	1-7-9-8	50	2551	127550
18	1	8	1-2-5-8	50	4422	221100
18	1	8	1-7-6-4-5-8	50	5855	292750
18	1	8	1-7-9-13-12-5-8	50	6818	340900
19	1	9	1-7-9	50	2009	100450
19	1	9	1-2-5-8-9	50	4964	248200
19	1	9	1-7-6-4-5-8-9	50	6397	319850
19	1	9	1-2-5-12-13-9	50	6673	333650
110	1	10	1-7-9-11-10	50	3295	164750
110	1	10	1-7-9-13-10	50	3308	165400
110	1	10	1-7-9-13-12-11-10	50	4653	232650
110	1	10	1-7-9-11-12-13-10	50	5180	259000
111	1	11	1-7-9-11	50	3000	150000
111	1	11	1-7-9-13-10-11	50	3603	180150
111	1	11	1-7-9-13-12-11	50	4358	217900
111	1	11	1-2-5-8-9-11	50	5955	297750
112	1	12	1-7-9-13-12	50	3254	162700
112	1	12	1-7-9-11-12	50	4104	205200
112	1	12	1-7-9-11-10-13-12	50	4371	218550
112	1	12	1-7-9-13-10-11-12	50	4707	235350
113	1	13	1-7-9-13	50	2743	137150
