0	1	17
0	2	21
0	3	22
0	4	23
0	5	14
0	6	34
0	7	18
0	8	37
0	9	37
0	10	27
0	11	22
0	12	40
0	13	27
0	14	42
0	15	1
0	16	4
0	17	9
0	18	32
0	19	36
0	20	37
1	0	10
1	2	13
1	3	4
1	4	3
1	5	21
1	6	6
1	7	2
1	8	14
1	9	20
1	10	42
1	11	49
1	12	41
1	13	28
1	14	20
1	15	14
1	16	15
1	17	17
1	18	42
1	19	2
1	20	21
2	0	8
2	1	45
2	3	38
2	4	33
2	5	32
2	6	49
2	7	47
2	8	37
2	9	28
2	10	11
2	11	25
2	12	42
2	13	9
2	14	27
2	15	34
2	16	37
2	17	13
2	18	13
2	19	11
2	20	26
3	0	9
3	1	32
3	2	31
3	4	45
3	5	40
3	6	42
3	7	36
3	8	24
3	9	39
3	10	38
3	11	45
3	12	31
3	13	3
3	14	3
3	15	25
3	16	7
3	17	17
3	18	31
3	19	3
3	20	24
4	0	49
4	1	4
4	2	19
4	3	11
4	5	24
4	6	5
4	7	20
4	8	6
4	9	19
4	10	45
4	11	47
4	12	34
4	13	7
4	14	9
4	15	39
4	16	38
4	17	42
4	18	22
4	19	10
4	20	36
5	0	48
5	1	6
5	2	27
5	3	37
5	4	21
5	6	18
5	7	46
5	8	2
5	9	14
5	10	35
5	11	15
5	12	19
5	13	13
5	14	11
5	15	29
5	16	12
5	17	40
5	18	39
5	19	22
5	20	22
6	0	35
6	1	24
6	2	15
6	3	45
6	4	48
6	5	5
6	7	31
6	8	14
6	9	34
6	10	1
6	11	28
6	12	14
6	13	34
6	14	48
6	15	23
6	16	28
6	17	8
6	18	8
6	19	4
6	20	40
7	0	35
7	1	33
7	2	33
7	3	22
7	4	22
7	5	14
7	6	20
7	8	23
7	9	35
7	10	8
7	11	25
7	12	38
7	13	26
7	14	18
7	15	41
7	16	41
7	17	24
7	18	1
7	19	1
7	20	30
8	0	6
8	1	8
8	2	26
8	3	31
8	4	15
8	5	29
8	6	30
8	7	23
8	9	35
8	10	46
8	11	12
8	12	23
8	13	28
8	14	21
8	15	38
8	16	33
8	17	13
8	18	25
8	19	16
8	20	10
9	0	37
9	1	3
9	2	19
9	3	16
9	4	6
9	5	21
9	6	12
9	7	15
9	8	6
9	10	15
9	11	32
9	12	11
9	13	8
9	14	38
9	15	12
9	16	24
9	17	29
9	18	14
9	19	29
9	20	28
10	0	44
10	1	34
10	2	44
10	3	46
10	4	5
10	5	43
10	6	39
10	7	19
10	8	8
10	9	38
10	11	26
10	12	19
10	13	7
10	14	15
10	15	28
10	16	17
10	17	43
10	18	23
10	19	36
10	20	1
11	0	44
11	1	8
11	2	14
11	3	13
11	4	4
11	5	47
11	6	23
11	7	7
11	8	31
11	9	4
11	10	25
11	12	36
11	13	5
11	14	21
11	15	1
11	16	24
11	17	42
11	18	20
11	19	45
11	20	37
12	0	15
12	1	3
12	2	8
12	3	17
12	4	25
12	5	38
12	6	35
12	7	38
12	8	45
12	9	14
12	10	48
12	11	41
12	13	10
12	14	6
12	15	38
12	16	22
12	17	9
12	18	13
12	19	39
12	20	13
13	0	16
13	1	11
13	2	6
13	3	46
13	4	27
13	5	26
13	6	20
13	7	17
13	8	34
13	9	33
13	10	15
13	11	41
13	12	34
13	14	37
13	15	23
13	16	37
13	17	27
13	18	32
13	19	18
13	20	30
14	0	16
14	1	1
14	2	23
14	3	19
14	4	7
14	5	13
14	6	20
14	7	39
14	8	38
14	9	16
14	10	43
14	11	14
14	12	22
14	13	18
14	15	13
14	16	9
14	17	19
14	18	44
14	19	27
14	20	12
15	0	48
15	1	15
15	2	47
15	3	39
15	4	20
15	5	48
15	6	20
15	7	2
15	8	16
15	9	36
15	10	1
15	11	25
15	12	40
15	13	27
15	14	12
15	16	35
15	17	33
15	18	8
15	19	11
15	20	33
16	0	1
16	1	35
16	2	8
16	3	27
16	4	2
16	5	4
16	6	44
16	7	33
16	8	7
16	9	38
16	10	16
16	11	6
16	12	34
16	13	30
16	14	45
16	15	17
16	17	47
16	18	43
16	19	1
16	20	45
17	0	11
17	1	11
17	2	13
17	3	13
17	4	10
17	5	34
17	6	44
17	7	18
17	8	29
17	9	3
17	10	44
17	11	15
17	12	29
17	13	29
17	14	24
17	15	45
17	16	37
17	18	46
17	19	7
17	20	19
18	0	15
18	1	40
18	2	34
18	3	39
18	4	31
18	5	29
18	6	3
18	7	29
18	8	41
18	9	34
18	10	44
18	11	5
18	12	15
18	13	14
18	14	14
18	15	3
18	16	24
18	17	10
18	19	41
18	20	31
19	0	1
19	1	2
19	2	46
19	3	15
19	4	13
19	5	9
19	6	9
19	7	40
19	8	30
19	9	38
19	10	7
19	11	46
19	12	24
19	13	32
19	14	25
19	15	39
19	16	44
19	17	41
19	18	11
19	20	3
20	0	37
20	1	39
20	2	23
20	3	44
20	4	43
20	5	3
20	6	49
20	7	39
20	8	33
20	9	4
20	10	42
20	11	25
20	12	36
20	13	32
20	14	3
20	15	17
20	16	1
20	17	46
20	18	8
20	19	28
