0	1	23
0	2	16
0	3	39
0	4	43
0	5	2
0	6	18
0	7	12
0	8	44
0	9	23
0	10	46
0	11	7
0	12	15
0	13	18
1	0	48
1	2	49
1	3	41
1	4	5
1	5	20
1	6	18
1	7	34
1	8	4
1	9	11
1	10	23
1	11	39
1	12	15
1	13	30
2	0	49
2	1	33
2	3	41
2	4	12
2	5	13
2	6	2
2	7	12
2	8	24
2	9	47
2	10	48
2	11	47
2	12	24
2	13	21
3	0	46
3	1	35
3	2	2
3	4	17
3	5	36
3	6	13
3	7	45
3	8	17
3	9	29
3	10	44
3	11	34
3	12	25
3	13	23
4	0	42
4	1	41
4	2	32
4	3	28
4	5	47
4	6	14
4	7	19
4	8	18
4	9	28
4	10	34
4	11	44
4	12	5
4	13	17
5	0	23
5	1	13
5	2	14
5	3	47
5	4	42
5	6	5
5	7	39
5	8	11
5	9	37
5	10	41
5	11	39
5	12	31
5	13	46
6	0	12
6	1	28
6	2	11
6	3	7
6	4	43
6	5	9
6	7	13
6	8	6
6	9	37
6	10	3
6	11	7
6	12	44
6	13	19
7	0	14
7	1	15
7	2	9
7	3	16
7	4	23
7	5	7
7	6	10
7	8	8
7	9	44
7	10	23
7	11	10
7	12	9
7	13	36
8	0	28
8	1	42
8	2	7
8	3	48
8	4	10
8	5	26
8	6	47
8	7	18
8	9	38
8	10	44
8	11	17
8	12	39
8	13	22
9	0	15
9	1	14
9	2	45
9	3	32
9	4	43
9	5	25
9	6	33
9	7	32
9	8	10
9	10	36
9	11	9
9	12	8
9	13	42
10	0	30
10	1	1
10	2	44
10	3	46
10	4	26
10	5	30
10	6	19
10	7	13
10	8	11
10	9	19
10	11	17
10	12	38
10	13	11
11	0	8
11	1	42
11	2	37
11	3	16
11	4	32
11	5	7
11	6	8
11	7	43
11	8	33
11	9	9
11	10	20
11	12	35
11	13	44
12	0	12
12	1	7
12	2	15
12	3	21
12	4	31
12	5	35
12	6	17
12	7	12
12	8	35
12	9	21
12	10	33
12	11	24
12	13	49
13	0	43
13	1	16
13	2	32
13	3	19
13	4	43
13	5	5
13	6	8
13	7	34
13	8	24
13	9	1
13	10	32
13	11	40
13	12	9
