0	1	150
0	2	150
0	3	150
0	4	150
0	5	150
0	6	150
0	7	150
0	8	150
0	9	150
0	10	150
0	11	150
0	12	150
0	13	150
1	0	150
1	2	150
1	3	150
1	4	150
1	5	150
1	6	150
1	7	150
1	8	150
1	9	150
1	10	150
1	11	150
1	12	150
1	13	150
2	0	150
2	1	150
2	3	150
2	4	150
2	5	150
2	6	150
2	7	150
2	8	150
2	9	150
2	10	150
2	11	150
2	12	150
2	13	150
3	0	150
3	1	150
3	2	150
3	4	150
3	5	150
3	6	150
3	7	150
3	8	150
3	9	150
3	10	150
3	11	150
3	12	150
3	13	150
4	0	150
4	1	150
4	2	150
4	3	150
4	5	150
4	6	150
4	7	150
4	8	150
4	9	150
4	10	150
4	11	150
4	12	150
4	13	150
5	0	150
5	1	150
5	2	150
5	3	150
5	4	150
5	6	150
5	7	150
5	8	150
5	9	150
5	10	150
5	11	150
5	12	150
5	13	150
6	0	150
6	1	150
6	2	150
6	3	150
6	4	150
6	5	150
6	7	150
6	8	150
6	9	150
6	10	150
6	11	150
6	12	150
6	13	150
7	0	150
7	1	150
7	2	150
7	3	150
7	4	150
7	5	150
7	6	150
7	8	150
7	9	150
7	10	150
7	11	150
7	12	150
7	13	150
8	0	150
8	1	150
8	2	150
8	3	150
8	4	150
8	5	150
8	6	150
8	7	150
8	9	150
8	10	150
8	11	150
8	12	150
8	13	150
9	0	150
9	1	150
9	2	150
9	3	150
9	4	150
9	5	150
9	6	150
9	7	150
9	8	150
9	10	150
9	11	150
9	12	150
9	13	150
10	0	150
10	1	150
10	2	150
10	3	150
10	4	150
10	5	150
10	6	150
10	7	150
10	8	150
10	9	150
10	11	150
10	12	150
10	13	150
11	0	150
11	1	150
11	2	150
11	3	150
11	4	150
11	5	150
11	6	150
11	7	150
11	8	150
11	9	150
11	10	150
11	12	150
11	13	150
12	0	150
12	1	150
12	2	150
12	3	150
12	4	150
12	5	150
12	6	150
12	7	150
12	8	150
12	9	150
12	10	150
12	11	150
12	13	150
13	0	150
13	1	150
13	2	150
13	3	150
13	4	150
13	5	150
13	6	150
13	7	150
13	8	150
13	9	150
13	10	150
13	11	150
13	12	150
