0	1	150
0	2	150
0	3	150
0	4	150
0	5	150
0	6	150
0	7	150
0	8	150
0	9	150
0	10	150
0	11	150
0	12	150
0	13	150
0	14	150
0	15	150
0	16	150
0	17	150
0	18	150
0	19	150
0	20	150
1	0	150
1	2	150
1	3	150
1	4	150
1	5	150
1	6	150
1	7	150
1	8	150
1	9	150
1	10	150
1	11	150
1	12	150
1	13	150
1	14	150
1	15	150
1	16	150
1	17	150
1	18	150
1	19	150
1	20	150
2	0	150
2	1	150
2	3	150
2	4	150
2	5	150
2	6	150
2	7	150
2	8	150
2	9	150
2	10	150
2	11	150
2	12	150
2	13	150
2	14	150
2	15	150
2	16	150
2	17	150
2	18	150
2	19	150
2	20	150
3	0	150
3	1	150
3	2	150
3	4	150
3	5	150
3	6	150
3	7	150
3	8	150
3	9	150
3	10	150
3	11	150
3	12	150
3	13	150
3	14	150
3	15	150
3	16	150
3	17	150
3	18	150
3	19	150
3	20	150
4	0	150
4	1	150
4	2	150
4	3	150
4	5	150
4	6	150
4	7	150
4	8	150
4	9	150
4	10	150
4	11	150
4	12	150
4	13	150
4	14	150
4	15	150
4	16	150
4	17	150
4	18	150
4	19	150
4	20	150
5	0	150
5	1	150
5	2	150
5	3	150
5	4	150
5	6	150
5	7	150
5	8	150
5	9	150
5	10	150
5	11	150
5	12	150
5	13	150
5	14	150
5	15	150
5	16	150
5	17	150
5	18	150
5	19	150
5	20	150
6	0	150
6	1	150
6	2	150
6	3	150
6	4	150
6	5	150
6	7	150
6	8	150
6	9	150
6	10	150
6	11	150
6	12	150
6	13	150
6	14	150
6	15	150
6	16	150
6	17	150
6	18	150
6	19	150
6	20	150
7	0	150
7	1	150
7	2	150
7	3	150
7	4	150
7	5	150
7	6	150
7	8	150
7	9	150
7	10	150
7	11	150
7	12	150
7	13	150
7	14	150
7	15	150
7	16	150
7	17	150
7	18	150
7	19	150
7	20	150
8	0	150
8	1	150
8	2	150
8	3	150
8	4	150
8	5	150
8	6	150
8	7	150
8	9	150
8	10	150
8	11	150
8	12	150
8	13	150
8	14	150
8	15	150
8	16	150
8	17	150
8	18	150
8	19	150
8	20	150
9	0	150
9	1	150
9	2	150
9	3	150
9	4	150
9	5	150
9	6	150
9	7	150
9	8	150
9	10	150
9	11	150
9	12	150
9	13	150
9	14	150
9	15	150
9	16	150
9	17	150
9	18	150
9	19	150
9	20	150
10	0	150
10	1	150
10	2	150
10	3	150
10	4	150
10	5	150
10	6	150
10	7	150
10	8	150
10	9	150
10	11	150
10	12	150
10	13	150
10	14	150
10	15	150
10	16	150
10	17	150
10	18	150
10	19	150
10	20	150
11	0	150
11	1	150
11	2	150
11	3	150
11	4	150
11	5	150
11	6	150
11	7	150
11	8	150
11	9	150
11	10	150
11	12	150
11	13	150
11	14	150
11	15	150
11	16	150
11	17	150
11	18	150
11	19	150
11	20	150
12	0	150
12	1	150
12	2	150
12	3	150
12	4	150
12	5	150
12	6	150
12	7	150
12	8	150
12	9	150
12	10	150
12	11	150
12	13	150
12	14	150
12	15	150
12	16	150
12	17	150
12	18	150
12	19	150
12	20	150
13	0	150
13	1	150
13	2	150
13	3	150
13	4	150
13	5	150
13	6	150
13	7	150
13	8	150
13	9	150
13	10	150
13	11	150
13	12	150
13	14	150
13	15	150
13	16	150
13	17	150
13	18	150
13	19	150
13	20	150
14	0	150
14	1	150
14	2	150
14	3	150
14	4	150
14	5	150
14	6	150
14	7	150
14	8	150
14	9	150
14	10	150
14	11	150
14	12	150
14	13	150
14	15	150
14	16	150
14	17	150
14	18	150
14	19	150
14	20	150
15	0	150
15	1	150
15	2	150
15	3	150
15	4	150
15	5	150
15	6	150
15	7	150
15	8	150
15	9	150
15	10	150
15	11	150
15	12	150
15	13	150
15	14	150
15	16	150
15	17	150
15	18	150
15	19	150
15	20	150
16	0	150
16	1	150
16	2	150
16	3	150
16	4	150
16	5	150
16	6	150
16	7	150
16	8	150
16	9	150
16	10	150
16	11	150
16	12	150
16	13	150
16	14	150
16	15	150
16	17	150
16	18	150
16	19	150
16	20	150
17	0	150
17	1	150
17	2	150
17	3	150
17	4	150
17	5	150
17	6	150
17	7	150
17	8	150
17	9	150
17	10	150
17	11	150
17	12	150
17	13	150
17	14	150
17	15	150
17	16	150
17	18	150
17	19	150
17	20	150
18	0	150
18	1	150
18	2	150
18	3	150
18	4	150
18	5	150
18	6	150
18	7	150
18	8	150
18	9	150
18	10	150
18	11	150
18	12	150
18	13	150
18	14	150
18	15	150
18	16	150
18	17	150
18	19	150
18	20	150
19	0	150
19	1	150
19	2	150
19	3	150
19	4	150
19	5	150
19	6	150
19	7	150
19	8	150
19	9	150
19	10	150
19	11	150
19	12	150
19	13	150
19	14	150
19	15	150
19	16	150
19	17	150
19	18	150
19	20	150
20	0	150
20	1	150
20	2	150
20	3	150
20	4	150
20	5	150
20	6	150
20	7	150
20	8	150
20	9	150
20	10	150
20	11	150
20	12	150
20	13	150
20	14	150
20	15	150
20	16	150
20	17	150
20	18	150
20	19	150
