01	0	1	0-1	17	1346	22882
01	0	1	0-2-1	17	2794	47498
02	0	2	0-2	194	2024	392656
02	0	2	0-1-2	194	2116	410504
03	0	3	0-3	95	3414	324330
03	0	3	0-1-7-6-4-3	95	5109	485355
04	0	4	0-1-7-6-4	22	4261	93742
04	0	4	0-3-4	22	4262	93764
05	0	5	0-2-5	136	4397	597992
05	0	5	0-1-2-5	136	4489	610504
06	0	6	0-1-7-6	63	3456	217728
06	0	6	0-2-1-7-6	63	4904	308952
07	0	7	0-1-7	11	2578	28358
07	0	7	0-2-1-7	11	4026	44286
08	0	8	0-1-7-9-8	27	3897	105219
08	0	8	0-2-1-7-9-8	27	5345	144315
09	0	9	0-1-7-9	90	3355	301950
09	0	9	0-2-1-7-9	90	4803	432270
010	0	10	0-1-7-9-11-10	14	4641	64974
010	0	10	0-1-7-9-13-10	14	4654	65156
011	0	11	0-1-7-9-11	56	4346	243376
011	0	11	0-1-7-9-13-10-11	56	4949	277144
012	0	12	0-1-7-9-13-12	150	4600	690000
012	0	12	0-1-7-9-11-12	150	5450	817500
013	0	13	0-1-7-9-13	69	4089	282141
013	0	13	0-1-7-9-11-10-13	69	5206	359214
10	1	0	1-0	65	1346	87490
10	1	0	1-2-0	65	2794	181610
12	1	2	1-2	19	770	14630
12	1	2	1-0-2	19	3370	64030
13	1	3	1-7-6-4-3	127	3763	477901
13	1	3	1-0-3	127	4760	604520
14	1	4	1-7-6-4	180	2915	524700
14	1	4	1-2-5-4	180	4804	864720
15	1	5	1-2-5	125	3143	392875
15	1	5	1-7-9-8-5	125	3830	478750
16	1	6	1-7-6	69	2110	145590
16	1	6	1-2-5-4-6	69	5609	387021
17	1	7	1-7	107	1232	131824
17	1	7	1-2-5-8-9-7	107	5741	614287
18	1	8	1-7-9-8	63	2551	160713
18	1	8	1-2-5-8	63	4422	278586
19	1	9	1-7-9	46	2009	92414
19	1	9	1-2-5-8-9	46	4964	228344
110	1	10	1-7-9-11-10	13	3295	42835
110	1	10	1-7-9-13-10	13	3308	43004
111	1	11	1-7-9-11	163	3000	489000
111	1	11	1-7-9-13-10-11	163	3603	587289
112	1	12	1-7-9-13-12	96	3254	312384
112	1	12	1-7-9-11-12	96	4104	393984
113	1	13	1-7-9-13	195	2743	534885
113	1	13	1-7-9-11-10-13	195	3860	752700
20	2	0	2-0	38	2024	76912
20	2	0	2-1-0	38	2116	80408
21	2	1	2-1	121	770	93170
21	2	1	2-0-1	121	3370	407770
23	2	3	2-1-7-6-4-3	147	4533	666351
23	2	3	2-5-4-3	147	4882	717654
24	2	4	2-1-7-6-4	1	3685	3685
24	2	4	2-5-4	1	4034	4034
25	2	5	2-5	54	2373	128142
25	2	5	2-1-7-9-8-5	54	4600	248400
26	2	6	2-1-7-6	158	2880	455040
26	2	6	2-5-4-6	158	4839	764562
27	2	7	2-1-7	84	2002	168168
27	2	7	2-0-1-7	84	4602	386568
28	2	8	2-1-7-9-8	107	3321	355347
28	2	8	2-5-8	107	3652	390764
29	2	9	2-1-7-9	110	2779	305690
29	2	9	2-5-8-9	110	4194	461340
210	2	10	2-1-7-9-11-10	39	4065	158535
210	2	10	2-1-7-9-13-10	39	4078	159042
211	2	11	2-1-7-9-11	165	3770	622050
211	2	11	2-1-7-9-13-10-11	165	4373	721545
212	2	12	2-1-7-9-13-12	193	4024	776632
212	2	12	2-5-12	193	4658	898994
213	2	13	2-1-7-9-13	49	3513	172137
213	2	13	2-1-7-9-11-10-13	49	4630	226870
30	3	0	3-0	16	3414	54624
30	3	0	3-4-6-7-1-0	16	5109	81744
31	3	1	3-4-6-7-1	24	3763	90312
31	3	1	3-0-1	24	4760	114240
32	3	2	3-4-6-7-1-2	187	4533	847671
32	3	2	3-4-5-2	187	4882	912934
34	3	4	3-4	140	848	118720
34	3	4	3-10-11-9-7-6-4	140	6362	890680
35	3	5	3-4-5	10	2509	25090
35	3	5	3-4-6-7-9-8-5	10	5129	51290
36	3	6	3-4-6	119	1653	196707
36	3	6	3-10-11-9-7-6	119	5557	661283
37	3	7	3-4-6-7	129	2531	326499
37	3	7	3-10-11-9-7	129	4679	603591
38	3	8	3-4-5-8	152	3788	575776
38	3	8	3-4-6-7-9-8	152	3850	585200
39	3	9	3-4-6-7-9	88	3308	291104
39	3	9	3-10-11-9	88	3902	343376
310	3	10	3-10	61	2616	159576
310	3	10	3-4-6-7-9-11-10	61	4594	280234
311	3	11	3-10-11	164	2911	477404
311	3	11	3-4-6-7-9-11	164	4299	705036
312	3	12	3-10-13-12	114	3692	420888
312	3	12	3-10-11-12	114	4015	457710
313	3	13	3-10-13	124	3181	394444
313	3	13	3-4-6-7-9-13	124	4042	501208
40	4	0	4-6-7-1-0	35	4261	149135
40	4	0	4-3-0	35	4262	149170
41	4	1	4-6-7-1	157	2915	457655
41	4	1	4-5-2-1	157	4804	754228
42	4	2	4-6-7-1-2	182	3685	670670
42	4	2	4-5-2	182	4034	734188
43	4	3	4-3	105	848	89040
43	4	3	4-6-7-9-11-10-3	105	6362	668010
45	4	5	4-5	42	1661	69762
45	4	5	4-6-7-9-8-5	42	4281	179802
46	4	6	4-6	168	805	135240
46	4	6	4-5-8-9-7-6	168	5137	863016
47	4	7	4-6-7	184	1683	309672
47	4	7	4-5-8-9-7	184	4259	783656
48	4	8	4-5-8	95	2940	279300
48	4	8	4-6-7-9-8	95	3002	285190
49	4	9	4-6-7-9	102	2460	250920
49	4	9	4-5-8-9	102	3482	355164
410	4	10	4-3-10	36	3464	124704
410	4	10	4-6-7-9-11-10	36	3746	134856
411	4	11	4-6-7-9-11	162	3451	559062
411	4	11	4-3-10-11	162	3759	608958
412	4	12	4-6-7-9-13-12	37	3705	137085
412	4	12	4-5-12	37	3946	146002
413	4	13	4-6-7-9-13	32	3194	102208
413	4	13	4-3-10-13	32	4029	128928
50	5	0	5-2-0	20	4397	87940
50	5	0	5-2-1-0	20	4489	89780
51	5	1	5-2-1	5	3143	15715
51	5	1	5-8-9-7-1	5	3830	19150
52	5	2	5-2	145	2373	344085
52	5	2	5-8-9-7-1-2	145	4600	667000
53	5	3	5-4-3	174	2509	436566
53	5	3	5-8-9-7-6-4-3	174	5129	892446
54	5	4	5-4	107	1661	177727
54	5	4	5-8-9-7-6-4	107	4281	458067
56	5	6	5-4-6	199	2466	490734
56	5	6	5-8-9-7-6	199	3476	691724
57	5	7	5-8-9-7	120	2598	311760
57	5	7	5-4-6-7	120	3344	401280
58	5	8	5-8	4	1279	5116
58	5	8	5-12-13-9-8	4	4072	16288
59	5	9	5-8-9	151	1821	274971
59	5	9	5-12-13-9	151	3530	533030
510	5	10	5-8-9-11-10	51	3107	158457
510	5	10	5-8-9-13-10	51	3120	159120
511	5	11	5-8-9-11	100	2812	281200
511	5	11	5-12-11	100	3389	338900
512	5	12	5-12	107	2285	244495
512	5	12	5-8-9-13-12	107	3066	328062
513	5	13	5-8-9-13	88	2555	224840
513	5	13	5-12-13	88	2796	246048
60	6	0	6-7-1-0	107	3456	369792
60	6	0	6-7-1-2-0	107	4904	524728
61	6	1	6-7-1	140	2110	295400
61	6	1	6-4-5-2-1	140	5609	785260
62	6	2	6-7-1-2	150	2880	432000
62	6	2	6-4-5-2	150	4839	725850
63	6	3	6-4-3	199	1653	328947
63	6	3	6-7-9-11-10-3	199	5557	1105843
64	6	4	6-4	152	805	122360
64	6	4	6-7-9-8-5-4	152	5137	780824
65	6	5	6-4-5	6	2466	14796
65	6	5	6-7-9-8-5	6	3476	20856
67	6	7	6-7	41	878	35998
67	6	7	6-4-5-8-9-7	41	5064	207624
68	6	8	6-7-9-8	34	2197	74698
68	6	8	6-4-5-8	34	3745	127330
69	6	9	6-7-9	194	1655	321070
69	6	9	6-4-5-8-9	194	4287	831678
610	6	10	6-7-9-11-10	22	2941	64702
610	6	10	6-7-9-13-10	22	2954	64988
611	6	11	6-7-9-11	128	2646	338688
611	6	11	6-7-9-13-10-11	128	3249	415872
612	6	12	6-7-9-13-12	173	2900	501700
612	6	12	6-7-9-11-12	173	3750	648750
613	6	13	6-7-9-13	43	2389	102727
613	6	13	6-7-9-11-10-13	43	3506	150758
70	7	0	7-1-0	67	2578	172726
70	7	0	7-1-2-0	67	4026	269742
71	7	1	7-1	197	1232	242704
71	7	1	7-9-8-5-2-1	197	5741	1130977
72	7	2	7-1-2	17	2002	34034
72	7	2	7-1-0-2	17	4602	78234
73	7	3	7-6-4-3	168	2531	425208
73	7	3	7-9-11-10-3	168	4679	786072
74	7	4	7-6-4	116	1683	195228
74	7	4	7-9-8-5-4	116	4259	494044
75	7	5	7-9-8-5	89	2598	231222
75	7	5	7-6-4-5	89	3344	297616
76	7	6	7-6	34	878	29852
76	7	6	7-9-8-5-4-6	34	5064	172176
78	7	8	7-9-8	142	1319	187298
78	7	8	7-6-4-5-8	142	4623	656466
79	7	9	7-9	101	777	78477
79	7	9	7-6-4-5-8-9	101	5165	521665
710	7	10	7-9-11-10	181	2063	373403
710	7	10	7-9-13-10	181	2076	375756
711	7	11	7-9-11	26	1768	45968
711	7	11	7-9-13-10-11	26	2371	61646
712	7	12	7-9-13-12	32	2022	64704
712	7	12	7-9-11-12	32	2872	91904
713	7	13	7-9-13	53	1511	80083
713	7	13	7-9-11-10-13	53	2628	139284
80	8	0	8-9-7-1-0	37	3897	144189
80	8	0	8-9-7-1-2-0	37	5345	197765
81	8	1	8-9-7-1	150	2551	382650
81	8	1	8-5-2-1	150	4422	663300
82	8	2	8-9-7-1-2	50	3321	166050
82	8	2	8-5-2	50	3652	182600
83	8	3	8-5-4-3	160	3788	606080
83	8	3	8-9-7-6-4-3	160	3850	616000
84	8	4	8-5-4	7	2940	20580
84	8	4	8-9-7-6-4	7	3002	21014
85	8	5	8-5	162	1279	207198
85	8	5	8-9-13-12-5	162	4072	659664
86	8	6	8-9-7-6	147	2197	322959
86	8	6	8-5-4-6	147	3745	550515
87	8	7	8-9-7	193	1319	254567
87	8	7	8-5-4-6-7	193	4623	892239
89	8	9	8-9	156	542	84552
89	8	9	8-5-12-13-9	156	4809	750204
810	8	10	8-9-11-10	133	1828	243124
810	8	10	8-9-13-10	133	1841	244853
811	8	11	8-9-11	111	1533	170163
811	8	11	8-9-13-10-11	111	2136	237096
812	8	12	8-9-13-12	137	1787	244819
812	8	12	8-9-11-12	137	2637	361269
813	8	13	8-9-13	166	1276	211816
813	8	13	8-9-11-10-13	166	2393	397238
90	9	0	9-7-1-0	73	3355	244915
90	9	0	9-7-1-2-0	73	4803	350619
91	9	1	9-7-1	64	2009	128576
91	9	1	9-8-5-2-1	64	4964	317696
92	9	2	9-7-1-2	151	2779	419629
92	9	2	9-8-5-2	151	4194	633294
93	9	3	9-7-6-4-3	198	3308	654984
93	9	3	9-11-10-3	198	3902	772596
94	9	4	9-7-6-4	126	2460	309960
94	9	4	9-8-5-4	126	3482	438732
95	9	5	9-8-5	53	1821	96513
95	9	5	9-13-12-5	53	3530	187090
96	9	6	9-7-6	59	1655	97645
96	9	6	9-8-5-4-6	59	4287	252933
97	9	7	9-7	162	777	125874
97	9	7	9-8-5-4-6-7	162	5165	836730
98	9	8	9-8	24	542	13008
98	9	8	9-13-12-5-8	24	4809	115416
910	9	10	9-11-10	98	1286	126028
910	9	10	9-13-10	98	1299	127302
911	9	11	9-11	13	991	12883
911	9	11	9-13-10-11	13	1594	20722
912	9	12	9-13-12	46	1245	57270
912	9	12	9-11-12	46	2095	96370
913	9	13	9-13	191	734	140194
913	9	13	9-11-10-13	191	1851	353541
100	10	0	10-11-9-7-1-0	194	4641	900354
100	10	0	10-13-9-7-1-0	194	4654	902876
101	10	1	10-11-9-7-1	142	3295	467890
101	10	1	10-13-9-7-1	142	3308	469736
102	10	2	10-11-9-7-1-2	133	4065	540645
102	10	2	10-13-9-7-1-2	133	4078	542374
103	10	3	10-3	158	2616	413328
103	10	3	10-11-9-7-6-4-3	158	4594	725852
104	10	4	10-3-4	172	3464	595808
104	10	4	10-11-9-7-6-4	172	3746	644312
105	10	5	10-11-9-8-5	92	3107	285844
105	10	5	10-13-9-8-5	92	3120	287040
106	10	6	10-11-9-7-6	195	2941	573495
106	10	6	10-13-9-7-6	195	2954	576030
107	10	7	10-11-9-7	41	2063	84583
107	10	7	10-13-9-7	41	2076	85116
108	10	8	10-11-9-8	194	1828	354632
108	10	8	10-13-9-8	194	1841	357154
109	10	9	10-11-9	85	1286	109310
109	10	9	10-13-9	85	1299	110415
1011	10	11	10-11	87	295	25665
1011	10	11	10-13-12-11	87	2180	189660
1012	10	12	10-13-12	92	1076	98992
1012	10	12	10-11-12	92	1399	128708
1013	10	13	10-13	194	565	109610
1013	10	13	10-11-12-13	194	1910	370540
110	11	0	11-9-7-1-0	46	4346	199916
110	11	0	11-10-13-9-7-1-0	46	4949	227654
111	11	1	11-9-7-1	31	3000	93000
111	11	1	11-10-13-9-7-1	31	3603	111693
112	11	2	11-9-7-1-2	199	3770	750230
112	11	2	11-10-13-9-7-1-2	199	4373	870227
113	11	3	11-10-3	141	2911	410451
113	11	3	11-9-7-6-4-3	141	4299	606159
114	11	4	11-9-7-6-4	127	3451	438277
114	11	4	11-10-3-4	127	3759	477393
115	11	5	11-9-8-5	128	2812	359936
115	11	5	11-12-5	128	3389	433792
116	11	6	11-9-7-6	113	2646	298998
116	11	6	11-10-13-9-7-6	113	3249	367137
117	11	7	11-9-7	28	1768	49504
117	11	7	11-10-13-9-7	28	2371	66388
118	11	8	11-9-8	8	1533	12264
118	11	8	11-10-13-9-8	8	2136	17088
119	11	9	11-9	106	991	105046
119	11	9	11-10-13-9	106	1594	168964
1110	11	10	11-10	6	295	1770
1110	11	10	11-12-13-10	6	2180	13080
1112	11	12	11-12	32	1104	35328
1112	11	12	11-10-13-12	32	1371	43872
1113	11	13	11-10-13	198	860	170280
1113	11	13	11-12-13	198	1615	319770
120	12	0	12-13-9-7-1-0	22	4600	101200
120	12	0	12-11-9-7-1-0	22	5450	119900
121	12	1	12-13-9-7-1	63	3254	205002
121	12	1	12-11-9-7-1	63	4104	258552
122	12	2	12-13-9-7-1-2	1	4024	4024
122	12	2	12-5-2	1	4658	4658
123	12	3	12-13-10-3	116	3692	428272
123	12	3	12-11-10-3	116	4015	465740
124	12	4	12-13-9-7-6-4	168	3705	622440
124	12	4	12-5-4	168	3946	662928
125	12	5	12-5	7	2285	15995
125	12	5	12-13-9-8-5	7	3066	21462
126	12	6	12-13-9-7-6	58	2900	168200
126	12	6	12-11-9-7-6	58	3750	217500
127	12	7	12-13-9-7	197	2022	398334
127	12	7	12-11-9-7	197	2872	565784
128	12	8	12-13-9-8	148	1787	264476
128	12	8	12-11-9-8	148	2637	390276
129	12	9	12-13-9	87	1245	108315
129	12	9	12-11-9	87	2095	182265
1210	12	10	12-13-10	126	1076	135576
1210	12	10	12-11-10	126	1399	176274
1211	12	11	12-11	66	1104	72864
1211	12	11	12-13-10-11	66	1371	90486
1213	12	13	12-13	32	511	16352
1213	12	13	12-11-10-13	32	1964	62848
130	13	0	13-9-7-1-0	55	4089	224895
130	13	0	13-10-11-9-7-1-0	55	5206	286330
131	13	1	13-9-7-1	171	2743	469053
131	13	1	13-10-11-9-7-1	171	3860	660060
132	13	2	13-9-7-1-2	92	3513	323196
132	13	2	13-10-11-9-7-1-2	92	4630	425960
133	13	3	13-10-3	4	3181	12724
133	13	3	13-9-7-6-4-3	4	4042	16168
134	13	4	13-9-7-6-4	165	3194	527010
134	13	4	13-10-3-4	165	4029	664785
135	13	5	13-9-8-5	152	2555	388360
135	13	5	13-12-5	152	2796	424992
136	13	6	13-9-7-6	150	2389	358350
136	13	6	13-10-11-9-7-6	150	3506	525900
137	13	7	13-9-7	173	1511	261403
137	13	7	13-10-11-9-7	173	2628	454644
138	13	8	13-9-8	178	1276	227128
138	13	8	13-10-11-9-8	178	2393	425954
139	13	9	13-9	155	734	113770
139	13	9	13-10-11-9	155	1851	286905
1310	13	10	13-10	47	565	26555
1310	13	10	13-12-11-10	47	1910	89770
1311	13	11	13-10-11	95	860	81700
1311	13	11	13-12-11	95	1615	153425
1312	13	12	13-12	124	511	63364
1312	13	12	13-10-11-12	124	1964	243536
