0	1	81
0	2	42
0	3	92
0	4	40
0	5	92
0	6	28
0	7	68
0	8	59
0	9	78
0	10	25
0	11	37
0	12	82
0	13	4
1	0	52
1	2	4
1	3	25
1	4	95
1	5	28
1	6	82
1	7	75
1	8	22
1	9	24
1	10	77
1	11	64
1	12	15
1	13	46
2	0	14
2	1	65
2	3	51
2	4	2
2	5	5
2	6	98
2	7	98
2	8	34
2	9	98
2	10	2
2	11	85
2	12	29
2	13	60
3	0	81
3	1	74
3	2	41
3	4	33
3	5	2
3	6	91
3	7	7
3	8	47
3	9	91
3	10	93
3	11	24
3	12	79
3	13	24
4	0	49
4	1	55
4	2	21
4	3	12
4	5	88
4	6	56
4	7	42
4	8	65
4	9	57
4	10	46
4	11	93
4	12	54
4	13	12
5	0	12
5	1	63
5	2	94
5	3	35
5	4	49
5	6	59
5	7	5
5	8	83
5	9	7
5	10	96
5	11	93
5	12	10
5	13	75
6	0	62
6	1	65
6	2	40
6	3	52
6	4	88
6	5	79
6	7	95
6	8	59
6	9	5
6	10	38
6	11	46
6	12	81
6	13	9
7	0	58
7	1	71
7	2	19
7	3	85
7	4	93
7	5	25
7	6	48
7	8	37
7	9	20
7	10	61
7	11	82
7	12	49
7	13	94
8	0	89
8	1	5
8	2	94
8	3	18
8	4	54
8	5	19
8	6	64
8	7	4
8	9	56
8	10	84
8	11	81
8	12	68
8	13	89
9	0	11
9	1	93
9	2	31
9	3	77
9	4	15
9	5	69
9	6	44
9	7	26
9	8	55
9	10	26
9	11	49
9	12	62
9	13	67
10	0	81
10	1	27
10	2	44
10	3	65
10	4	58
10	5	22
10	6	29
10	7	28
10	8	28
10	9	9
10	11	97
10	12	68
10	13	72
11	0	17
11	1	36
11	2	58
11	3	54
11	4	29
11	5	37
11	6	27
11	7	1
11	8	80
11	9	91
11	10	49
11	12	55
11	13	65
12	0	37
12	1	1
12	2	82
12	3	66
12	4	78
12	5	91
12	6	35
12	7	43
12	8	45
12	9	59
12	10	46
12	11	86
12	13	52
13	0	81
13	1	43
13	2	58
13	3	16
13	4	98
13	5	11
13	6	44
13	7	19
13	8	68
13	9	50
13	10	62
13	11	64
13	12	31
